customerid,birthdate,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,level_of_education_clients,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,good_bad_flag,credit score,loan_freq,loan_to_due_ratio,bank_branch_state,bank_branch_country,age,age group
8a858e705668e16701567f1523211e5a,1976-04-22,Savings,3.4296003,6.4530244,Diamond Bank,Permanent,Graduate,301985106,15,2017-07-19 08:17:32,2017-07-19 07:17:24,40000.0,44000.0,30,Good,739,14,0.89,Lagos,Nigeria,49,Old-aged Adult
8a858e905ce98e8d015cede36efc025d,1988-02-14,Savings,5.2130444,7.2337921,Stanbic IBTC,Permanent,Graduate,302000343,2,2017-07-28 11:26:04,2017-07-28 10:25:56,10000.0,13000.0,30,Bad,814,1,0.77,Ondo,Nigeria,37,Old-aged Adult
8a858e875b910dfe015b9e85091b69f4,1979-11-18,Savings,6.3207795,4.9409019,Skye Bank,Permanent,Graduate,301978556,7,2017-07-15 00:51:52,2017-07-14 23:51:45,40000.0,44000.0,30,Good,459,6,0.9,Bayelsa,Nigeria,45,Old-aged Adult
8a858e905d41e83b015d443e540c5211,1992-07-27,Savings,3.2893872,6.6616686,GT Bank,Permanent,Graduate,302003561,2,2017-07-30 15:05:21,2017-07-30 14:05:13,10000.0,13000.0,30,Good,502,1,0.77,Lagos,Nigeria,33,Old-aged Adult
8a858f7958b0a4a80158b4e352b6367b,1982-11-28,Savings,3.36972,6.5498716,Access Bank,Permanent,Graduate,301975768,8,2017-07-13 10:17:49,2017-07-13 09:16:38,20000.0,23000.0,30,Good,809,7,0.81,Lagos,Nigeria,42,Old-aged Adult
8a858f725b49c0c0015b53c3efcd2b7b,1990-01-05,Savings,3.3399935,6.6350853,GT Bank,Permanent,Graduate,301962496,4,2017-07-04 06:20:02,2017-07-04 05:19:55,20000.0,24500.0,30,Good,832,3,0.8,Lagos,Nigeria,35,Old-aged Adult
8a858e665b8729fe015b8996f6f14ebd,1982-02-19,Current,7.0242958,4.8943969,First Bank,Permanent,Graduate,301979834,6,2017-07-15 23:21:48,2017-07-15 22:21:39,20000.0,22250.0,15,Good,763,5,0.88,Rivers,Nigeria,43,Old-aged Adult
8a858fc55d5b019b015d5b1a5eb20dec,1986-08-16,Savings,13.1246372,11.8218193,GT Bank,Permanent,Graduate,301992268,2,2017-07-23 18:35:29,2017-07-23 17:35:21,10000.0,11500.0,15,Good,374,1,0.87,Borno,Nigeria,39,Old-aged Adult
8a858e205c21d53a015c30d563282210,1981-02-06,Savings,7.4906022,9.05488,Zenith Bank,Permanent,Graduate,301964655,2,2017-07-05 11:23:32,2017-07-05 10:23:26,10000.0,13000.0,30,Good,722,1,0.77,Federal Capital Territory,Nigeria,44,Old-aged Adult
8a858f365c83961c015c87be26386a2f,1988-10-22,Savings,7.452958,9.0760613,GT Bank,Permanent,Graduate,301980123,2,2017-07-16 10:15:29,2017-07-16 09:15:21,10000.0,13000.0,30,Bad,832,1,0.77,Federal Capital Territory,Nigeria,36,Old-aged Adult
8a858e645654fdc401565acc196e2946,1993-09-14,Savings,5.1631291,7.6615534,Wema Bank,Student,Graduate,301984844,5,2017-07-19 00:33:23,2017-07-18 23:33:14,30000.0,34500.0,30,Good,587,4,0.78,Ekiti,Nigeria,31,Middle-aged Adult
8a858e065ccb8bc0015ccbf7b21c1875,1990-10-09,Savings,6.9918949,4.8726409,Access Bank,Permanent,Graduate,301960177,2,2017-07-02 18:10:44,2017-07-02 17:10:38,10000.0,13000.0,30,Good,484,1,0.77,Rivers,Nigeria,34,Old-aged Adult
8a858f03582a54c3015830069801577c,1977-03-21,Other,3.357822,6.4949086,First Bank,Permanent,Secondary,301958709,6,2017-07-01 09:17:42,2017-07-01 08:17:36,20000.0,24500.0,30,Good,664,5,0.8,Lagos,Nigeria,48,Old-aged Adult
8a858fd3552c756201553f187a62138c,1981-05-13,Other,3.3729063,6.5894977,GT Bank,Permanent,Graduate,301986754,11,2017-07-20 04:55:57,2017-07-20 03:55:49,40000.0,48000.0,60,Bad,774,10,0.81,Lagos,Nigeria,44,Old-aged Adult
8a858ff459faa35f0159fb450b99348d,1980-06-06,Current,7.3393346,9.1693008,Diamond Bank,Permanent,Graduate,301989518,3,2017-07-21 15:24:53,2017-07-21 14:24:41,10000.0,11500.0,15,Good,484,2,0.87,Federal Capital Territory,Nigeria,45,Old-aged Adult
8a858f4b55df0f530155ebb514c354cc,1988-06-11,Savings,8.06618,5.6860067,GT Bank,Student,Graduate,302002786,7,2017-07-29 21:42:27,2017-07-29 20:42:20,15000.0,16500.0,30,Good,726,6,0.84,Akwa Ibom,Nigeria,37,Old-aged Adult
8a858f5e5566567d0155777b44e00cfa,1989-11-08,Other,3.3514638,6.507018,Zenith Bank,Permanent,Graduate,301991783,6,2017-07-23 11:45:19,2017-07-23 10:45:12,20000.0,24500.0,30,Good,726,5,0.79,Lagos,Nigeria,35,Old-aged Adult
8a858f295ca6f581015ca77afccb5d6d,1989-08-29,Savings,3.4287548,7.1842308,GT Bank,Permanent,Graduate,301998564,2,2017-07-27 11:11:08,2017-07-27 10:11:02,10000.0,11500.0,15,Good,832,1,0.77,Ogun State,Nigeria,36,Old-aged Adult
8a858f555cacacdf015caff7ce8b005a,1987-05-14,Savings,7.0015392,4.8157805,Diamond Bank,Permanent,Graduate,301987491,2,2017-07-20 12:50:08,2017-07-20 11:49:58,10000.0,13000.0,30,Good,520,1,0.77,Rivers,Nigeria,38,Old-aged Adult
8a858f4c5bb597f6015bbdbff82d4971,1983-01-13,Savings,3.4753546,6.6176325,GT Bank,Permanent,Graduate,301970897,5,2017-07-10 07:31:50,2017-07-10 06:31:45,20000.0,24500.0,30,Bad,750,4,0.88,Lagos,Nigeria,42,Old-aged Adult
8a858e285b8b2932015b8b490de61bbe,1977-10-10,Savings,7.5931033,9.0300817,Fidelity Bank,Permanent,Graduate,302002224,3,2017-07-29 13:52:32,2017-07-29 12:51:20,10000.0,13000.0,30,Bad,768,2,0.77,Nasarawa,Nigeria,47,Old-aged Adult
8a858e635bd8fe1e015bd92b99e21721,1978-02-20,Savings,3.3738527,6.5052941,First Bank,Permanent,Graduate,301962530,5,2017-07-04 06:59:24,2017-07-04 05:59:17,20000.0,22250.0,15,Bad,732,4,0.88,Lagos,Nigeria,47,Old-aged Adult
8a858fad5bf85d5e015bfbf379a84604,1986-09-17,Savings,7.3825529,9.2832733,GT Bank,Permanent,Graduate,301974657,4,2017-07-12 14:07:20,2017-07-12 13:07:12,20000.0,24500.0,30,Good,618,3,0.84,Federal Capital Territory,Nigeria,38,Old-aged Adult
8a858ef85cf9e152015d046af64c145f,1982-02-13,Savings,3.4747644,6.724017,GT Bank,Permanent,Graduate,301998707,2,2017-07-27 12:34:56,2017-07-27 11:34:51,10000.0,11500.0,15,Good,850,1,0.87,Ogun State,Nigeria,43,Old-aged Adult
8a6a96044539adf801453c576ed213c4,1986-07-15,Savings,3.3816093,6.494124,Stanbic IBTC,Self-Employed,Graduate,301988019,16,2017-07-20 17:37:29,2017-07-20 16:37:15,20000.0,21000.0,15,Good,631,15,0.88,Lagos,Nigeria,39,Old-aged Adult
8a858f1554da2c400154dd8939c56b1f,1985-04-26,Other,3.2371513,6.5487811,GT Bank,Self-Employed,Graduate,301977447,3,2017-07-14 11:51:11,2017-07-14 10:49:59,10000.0,11500.0,15,Good,594,2,0.87,Lagos,Nigeria,40,Old-aged Adult
8a858fa25bd92c20015be258fc2f3a87,1991-07-04,Savings,-95.7370579,29.7846221,GT Bank,Permanent,Graduate,301973648,8,2017-07-11 19:50:16,2017-07-11 18:50:10,30000.0,34500.0,30,Good,473,7,0.86,Texas,United States,34,Old-aged Adult
8a858fe45cd62cbf015cdc3635aa3ff0,1979-12-20,Savings,3.36391,6.6843902,GT Bank,Permanent,Graduate,301996727,2,2017-07-26 11:10:58,2017-07-26 10:10:51,10000.0,13000.0,30,Good,777,1,0.77,Ogun State,Nigeria,45,Old-aged Adult
8a858f61560bc0e5015613ecc04d30bf,1987-08-15,Savings,3.9761409,6.5963384,Zenith Bank,Permanent,Graduate,301996392,14,2017-07-26 08:14:27,2017-07-26 07:14:21,30000.0,31500.0,30,Good,759,13,0.84,Lagos,Nigeria,38,Old-aged Adult
8a858ffb5b350b52015b388c6bbe729a,1981-11-11,Savings,3.3407004,6.5697153,GT Bank,Permanent,Graduate,301959415,6,2017-07-01 21:15:24,2017-07-01 20:03:44,20000.0,24500.0,30,Good,623,5,0.85,Lagos,Nigeria,43,Old-aged Adult
8a858e2d5bb55d46015bc61fa9492de0,1990-05-26,Savings,3.373377,6.5881948,GT Bank,Permanent,Graduate,301976794,3,2017-07-13 23:20:33,2017-07-13 22:20:26,10000.0,13000.0,30,Bad,786,2,0.77,Lagos,Nigeria,35,Old-aged Adult
8a858e5b5bd99460015bd9e9ee2e18f4,1988-02-22,Savings,3.3484849,6.6348512,Diamond Bank,Permanent,Graduate,301985880,5,2017-07-19 15:12:57,2017-07-19 14:12:50,20000.0,21750.0,15,Good,759,4,0.87,Lagos,Nigeria,37,Old-aged Adult
8a858fd05bfd7d3c015c0c5d3e482a95,1983-04-04,Savings,3.3433569,6.5115635,EcoBank,Permanent,Graduate,301968828,2,2017-07-08 06:32:04,2017-07-08 05:31:57,10000.0,13000.0,30,Good,410,1,0.87,Lagos,Nigeria,42,Old-aged Adult
8a858fcd56b9f22c0156d5a3112d0270,1988-10-13,Savings,7.6366627,7.4039218,First Bank,Permanent,Graduate,301985037,2,2017-07-19 07:21:15,2017-07-19 06:21:09,10000.0,11500.0,15,Good,814,1,0.87,Kogi,Nigeria,36,Old-aged Adult
8a858e225a28c713015a31751aaf3f4b,1986-11-01,Savings,3.8736463,7.3446874,Heritage Bank,Permanent,Graduate,301972283,9,2017-07-10 23:12:54,2017-07-10 22:12:49,30000.0,34500.0,30,Good,805,8,0.88,Oyo,Nigeria,38,Old-aged Adult
8a858e6f5668e01701568cf7ba8e39da,1989-04-19,Other,5.7971047,5.4964304,First Bank,Permanent,Graduate,301997001,2,2017-07-26 13:36:41,2017-07-26 12:35:28,10000.0,13000.0,30,Good,594,1,0.77,Delta,Nigeria,36,Old-aged Adult
8a858f665c45930d015c54a24fdc1f6c,1971-05-01,Savings,7.5247928,6.4143695,Diamond Bank,Permanent,Graduate,301969912,2,2017-07-09 07:16:41,2017-07-09 06:16:35,10000.0,11500.0,15,Good,557,1,0.87,Enugu,Nigeria,54,Old-aged Adult
8a8588dc536a141301538365df9251b8,1987-06-16,Other,3.3823173,6.5416284,GT Bank,Permanent,Graduate,301960452,10,2017-07-03 00:28:34,2017-07-02 23:27:28,40000.0,48000.0,60,Good,783,9,0.83,Lagos,Nigeria,38,Old-aged Adult
8a858e1556321b9401564c8d8e8144d8,1987-06-03,Savings,3.5410367,6.733155,Skye Bank,Permanent,Graduate,301966102,12,2017-07-06 09:48:33,2017-07-06 08:48:27,20000.0,22250.0,15,Bad,661,11,0.87,Lagos,Nigeria,38,Old-aged Adult
8a858ec45577f83e01557eaf9f0b1f4c,1981-04-13,Savings,3.3989022,6.4498967,GT Bank,Permanent,Graduate,301994832,2,2017-07-25 09:03:49,2017-07-25 08:03:42,10000.0,11500.0,15,Good,594,1,0.87,Lagos,Nigeria,44,Old-aged Adult
8a858f6b570f2de901571b4734224a15,1985-12-28,Other,3.2663781,6.5212905,Access Bank,Permanent,Graduate,301964873,9,2017-07-05 13:38:41,2017-07-05 12:38:35,50000.0,57500.0,90,Bad,725,8,0.82,Lagos,Nigeria,39,Old-aged Adult
8a858fe758dc437a0158f28361af1598,1987-08-22,Savings,3.3659421,6.6046306,GT Bank,Permanent,Graduate,301959611,7,2017-07-02 04:46:58,2017-07-02 03:45:52,30000.0,34500.0,30,Good,829,6,0.84,Lagos,Nigeria,38,Old-aged Adult
8a858e5d57518f46015752de4ae9561b,1986-01-16,Other,5.1508683,7.2906083,Access Bank,Student,Post-Graduate,301965844,7,2017-07-06 06:19:17,2017-07-06 05:19:12,20000.0,23000.0,30,Good,736,6,0.81,Ondo,Nigeria,39,Old-aged Adult
8a858e875c63d395015c68fde9f9525a,1985-05-04,Savings,4.5597517,8.5142394,UBA,Permanent,Graduate,301964431,2,2017-07-05 09:22:24,2017-07-05 08:22:18,10000.0,13000.0,30,Bad,850,1,0.77,Kwara,Nigeria,40,Old-aged Adult
8a858e8d56b784480156bd9bd7f82e28,1987-07-17,Other,3.3189043,6.6649115,Diamond Bank,Permanent,Graduate,301978314,2,2017-07-14 20:28:50,2017-07-14 19:28:43,10000.0,13000.0,30,Good,740,1,0.77,Lagos,Nigeria,38,Old-aged Adult
8a8589f853f100fb015414f177180117,1974-07-02,Other,7.5865189,9.0289987,Access Bank,Self-Employed,Graduate,301987136,13,2017-07-20 09:47:04,2017-07-20 08:46:57,20000.0,24500.0,30,Bad,753,12,0.83,Ado,Nigeria,51,Old-aged Adult
8a858e5f5a41b97f015a4212766e2f84,1975-04-17,Savings,3.9100154,7.4377675,Access Bank,Permanent,Graduate,301965525,13,2017-07-05 20:39:11,2017-07-05 19:39:06,40000.0,44000.0,30,Good,593,12,0.89,Oyo,Nigeria,50,Old-aged Adult
8a858f93572e873c01574753c9513a4e,1988-01-12,Savings,3.4905746,6.438789,Diamond Bank,Permanent,Graduate,301976223,7,2017-07-13 15:09:59,2017-07-13 14:09:52,20000.0,24500.0,30,Good,783,6,0.87,Lagos,Nigeria,37,Old-aged Adult
8a858fc45c21da6f015c31f01ed74654,1983-01-23,Savings,3.4988704,6.6157686,FCMB,Permanent,Graduate,301991896,3,2017-07-23 13:38:34,2017-07-23 12:38:26,10000.0,13000.0,30,Bad,850,2,0.77,Lagos,Nigeria,42,Old-aged Adult
8a85896653e0641c0153e12a41c550c3,1978-10-09,Other,3.8154471,7.394686,GT Bank,Permanent,Graduate,301997141,13,2017-07-26 14:58:08,2017-07-26 13:58:01,50000.0,57500.0,90,Good,739,12,0.81,Oyo,Nigeria,46,Old-aged Adult
8a858fd458639fcc01586c3e51e93ef7,1982-11-15,Savings,6.9611633,4.8578603,GT Bank,Permanent,Graduate,301962758,10,2017-07-04 09:34:34,2017-07-04 08:34:28,30000.0,34500.0,30,Good,800,9,0.87,Rivers,Nigeria,42,Old-aged Adult
8a858f585bfd6341015bfed6f96d6046,1983-12-31,Savings,3.494862,6.6062156,Access Bank,Permanent,Graduate,302001066,2,2017-07-28 17:49:38,2017-07-28 16:49:33,10000.0,13000.0,30,Bad,795,1,0.77,Lagos,Nigeria,41,Old-aged Adult
8a858899538ddb8e0153a2b555421fc5,1987-06-28,Savings,3.3785362,6.5483132,Zenith Bank,Permanent,Graduate,301971504,14,2017-07-10 13:58:41,2017-07-10 12:57:31,30000.0,33000.0,30,Bad,748,13,0.82,Lagos,Nigeria,38,Old-aged Adult
8a858f885adcf4e8015ae2cbe4556d70,1977-12-09,Savings,3.3084765,6.6640516,GT Bank,Permanent,Graduate,301958708,4,2017-07-01 09:18:29,2017-07-01 08:17:22,20000.0,24500.0,30,Bad,826,3,0.87,Lagos,Nigeria,47,Old-aged Adult
8a858e8759d0442e0159d044a463005d,1982-12-25,Savings,3.939942,7.4004668,Access Bank,Permanent,Graduate,301960531,5,2017-07-03 06:27:41,2017-07-03 05:27:36,20000.0,22250.0,15,Bad,791,4,0.8,Oyo,Nigeria,42,Old-aged Adult
8a858e885c9c6f96015ca0d192e11f85,1974-09-22,Savings,5.2137299,7.2568122,Wema Bank,Permanent,Graduate,301977488,2,2017-07-14 12:17:07,2017-07-14 11:17:00,10000.0,11500.0,15,Good,447,1,0.87,Ondo,Nigeria,50,Old-aged Adult
8a8589f853f100fb0153f5489e6f355a,1989-07-03,Savings,7.8961217,8.84535,Diamond Bank,Permanent,Graduate,301964530,5,2017-07-05 10:19:41,2017-07-05 09:19:31,10000.0,13000.0,30,Bad,544,4,0.77,Nasarawa,Nigeria,36,Old-aged Adult
8a8189d152443f820152443f89500001,1988-02-27,Other,3.3137109,6.6492708,GT Bank,Self-Employed,Graduate,301959651,13,2017-07-02 07:12:28,2017-07-02 06:12:19,20000.0,24500.0,30,Good,557,12,0.8,Lagos,Nigeria,37,Old-aged Adult
8a858e8455f96c1c015603adbb74325e,1975-04-25,Savings,7.9391518,4.6366848,GT Bank,Permanent,Post-Graduate,301967840,3,2017-07-07 11:54:24,2017-07-07 10:54:18,10000.0,13000.0,30,Good,695,2,0.77,Akwa Ibom,Nigeria,50,Old-aged Adult
8a858f685aae9a21015aafc38f817511,1992-02-17,Savings,4.5287483,7.7695283,GT Bank,Permanent,Graduate,301975456,3,2017-07-13 05:55:53,2017-07-13 04:55:45,20000.0,22250.0,15,Bad,832,2,0.87,Osun,Nigeria,33,Old-aged Adult
8a858e395cb1d4d9015cc0480a8943bd,1982-11-25,Savings,3.1823975,6.6520318,GT Bank,Permanent,Graduate,301963147,2,2017-07-04 13:09:25,2017-07-04 12:09:19,10000.0,11500.0,15,Good,850,1,0.87,Ogun State,Nigeria,42,Old-aged Adult
8a858f295c8d307f015c90210a6848dc,1993-02-16,Savings,4.5671173,8.4831761,Sterling Bank,Permanent,Graduate,301989365,2,2017-07-21 14:13:58,2017-07-21 13:13:46,10000.0,13000.0,30,Bad,740,1,0.87,Kwara,Nigeria,32,Old-aged Adult
8a858e8e59b255f50159b395d7435990,1984-07-04,Savings,4.5577682,8.4839691,GT Bank,Permanent,Graduate,301975349,5,2017-07-12 23:32:36,2017-07-12 22:32:30,10000.0,11500.0,15,Good,567,4,0.87,Kwara,Nigeria,41,Old-aged Adult
8a858fda5d37b00c015d398ba9244b9a,1994-03-19,Savings,4.5110416,8.4876045,Stanbic IBTC,Student,Graduate,302001899,2,2017-07-29 09:44:55,2017-07-29 08:44:49,10000.0,11500.0,15,Good,667,1,0.87,Kwara,Nigeria,31,Middle-aged Adult
8a858e3d55ca3ef60155d5601ed8381b,1986-09-13,Other,3.4444526,6.4228731,GT Bank,Permanent,Graduate,301962774,5,2017-07-04 09:47:45,2017-07-04 08:46:40,20000.0,24500.0,30,Good,819,4,0.81,Lagos,Nigeria,38,Old-aged Adult
8a858fbd5cd6054a015cda142858051a,1986-05-16,Savings,7.1048555,5.5935137,UBA,Permanent,Graduate,301989314,2,2017-07-21 13:44:16,2017-07-21 12:44:09,10000.0,11500.0,15,Good,704,1,0.77,Imo,Nigeria,39,Old-aged Adult
8a858e6956939bac01569b259e5c7f89,1994-07-08,Other,3.32797,6.6229933,Diamond Bank,Permanent,Graduate,302001585,9,2017-07-29 02:50:49,2017-07-29 01:50:40,40000.0,44000.0,30,Good,686,8,0.86,Lagos,Nigeria,31,Middle-aged Adult
8a858eaa55a0b8ae0155ad2cab5e49cc,1986-03-02,Savings,7.0432296,4.8151643,UBA,Permanent,Graduate,301971110,2,2017-07-10 10:14:50,2017-07-10 09:14:44,10000.0,12500.0,30,Good,575,1,0.77,Rivers,Nigeria,39,Old-aged Adult
8a858e375b347293015b3479e8930819,1984-06-12,Savings,7.4855975,8.9986317,Zenith Bank,Permanent,Graduate,301975252,2,2017-07-12 21:59:22,2017-07-12 20:59:14,10000.0,11500.0,15,Good,704,1,0.87,Federal Capital Territory,Nigeria,41,Old-aged Adult
8a858f0656b7820c0156b7ba6d5f13c0,1984-10-28,Other,3.3458512,6.6163227,Diamond Bank,Permanent,Graduate,301993604,2,2017-07-24 15:06:11,2017-07-24 14:06:04,10000.0,11500.0,15,Good,777,1,0.87,Lagos,Nigeria,40,Old-aged Adult
8a858e64586254230158688871643bdc,1984-06-01,Savings,8.8905635,9.9138204,FCMB,Permanent,Graduate,301966221,10,2017-07-06 11:06:35,2017-07-06 10:06:21,30000.0,34500.0,30,Good,759,9,0.85,Plateau,Nigeria,41,Old-aged Adult
8a858e02578f616401579484a4963345,1979-09-24,Other,8.3232966,4.9612435,GT Bank,Self-Employed,Secondary,302002801,12,2017-07-29 22:01:27,2017-07-29 21:01:19,30000.0,34500.0,30,Bad,799,11,0.86,Cross River,Nigeria,45,Old-aged Adult
8a858fbd5cd6054a015cd7dd84da3b90,1990-11-03,Savings,6.963732,4.8566474,Zenith Bank,Permanent,Graduate,301999873,2,2017-07-28 06:36:41,2017-07-28 05:36:36,10000.0,13000.0,30,Good,649,1,0.77,Rivers,Nigeria,34,Old-aged Adult
8a858faf56b7821c0156b93cd62a6275,1980-04-03,Savings,3.2907677,6.5763859,Stanbic IBTC,Permanent,Graduate,301960745,9,2017-07-03 09:57:35,2017-07-03 08:56:28,40000.0,48000.0,60,Good,764,8,0.81,Lagos,Nigeria,45,Old-aged Adult
8a858fe25b8c4e5c015b8c81bb7f1888,1982-07-31,Savings,4.595657,8.4950323,First Bank,Permanent,Graduate,301978832,4,2017-07-15 09:10:49,2017-07-15 08:10:44,10000.0,13000.0,30,Bad,777,3,0.8,Kwara,Nigeria,43,Old-aged Adult
8a858f0656b7820c0156c3e3a61c1d33,1981-04-18,Other,3.4569749,6.4445183,Access Bank,Permanent,Graduate,301971016,15,2017-07-10 09:14:43,2017-07-10 08:14:29,50000.0,52500.0,30,Good,722,14,0.89,Lagos,Nigeria,44,Old-aged Adult
8a858f655baa9ae1015baf6547472776,1992-04-10,Savings,3.4586515,6.4432156,FCMB,Permanent,Graduate,301966558,3,2017-07-06 14:36:12,2017-07-06 13:36:07,10000.0,13000.0,30,Good,823,2,0.77,Lagos,Nigeria,33,Old-aged Adult
8a858e035693e02901569ce8a75e0880,1975-07-31,Savings,3.3837746,6.5821275,GT Bank,Self-Employed,Graduate,301978010,12,2017-07-14 16:44:38,2017-07-14 15:43:23,40000.0,44000.0,30,Good,806,11,0.84,Lagos,Nigeria,50,Old-aged Adult
8a858faa56dffac60156ecc553892ca9,1987-03-27,Savings,3.109123,6.4978043,GT Bank,Self-Employed,Graduate,301984681,11,2017-07-18 21:37:29,2017-07-18 20:36:19,40000.0,44000.0,30,Bad,809,10,0.88,Lagos,Nigeria,38,Old-aged Adult
8a85888c54a05b820154ae660ed5066c,1994-07-11,Other,3.8126708,7.4001997,Skye Bank,Unemployed,Graduate,301974846,13,2017-07-12 16:07:53,2017-07-12 15:07:46,50000.0,57500.0,90,Good,657,12,0.83,Oyo,Nigeria,31,Middle-aged Adult
8a858f525ba5119c015ba5a39b6c5444,1984-07-26,Savings,3.3546256,6.5978906,Diamond Bank,Permanent,Graduate,301979039,3,2017-07-15 11:53:25,2017-07-15 10:53:16,10000.0,11500.0,15,Good,686,2,0.82,Lagos,Nigeria,41,Old-aged Adult
8a858f255cb1710a015cc4fa170b7538,1984-01-18,Savings,3.2919558,6.4668171,Stanbic IBTC,Permanent,Graduate,301999652,2,2017-07-27 23:05:58,2017-07-27 22:05:53,10000.0,13000.0,30,Good,465,1,0.77,Lagos,Nigeria,41,Old-aged Adult
8a858f555cacacdf015cafb65d3e6608,1993-03-13,Savings,3.2836983,6.65281,UBA,Permanent,Graduate,301985554,2,2017-07-19 12:42:01,2017-07-19 11:41:54,10000.0,11500.0,15,Bad,832,1,0.77,Lagos,Nigeria,32,Old-aged Adult
8a858fe55b869107015b86d3071740d2,1979-04-13,Savings,3.3840897,6.5431565,GT Bank,Permanent,Graduate,301972879,5,2017-07-11 11:56:10,2017-07-11 10:56:05,20000.0,24500.0,30,Good,718,4,0.83,Lagos,Nigeria,46,Old-aged Adult
8a858f17597cf41201597d304e420226,1988-10-24,Savings,3.4313452,6.4325479,Diamond Bank,Permanent,Graduate,302001095,3,2017-07-28 18:08:05,2017-07-28 17:06:55,10000.0,11500.0,15,Good,759,2,0.87,Lagos,Nigeria,36,Old-aged Adult
8a858f585bfd6341015c00857bc907b6,1984-07-27,Savings,3.3705654,6.6030812,UBA,Permanent,Graduate,301989394,5,2017-07-21 14:23:22,2017-07-21 13:23:16,20000.0,24500.0,30,Good,709,4,0.86,Lagos,Nigeria,41,Old-aged Adult
8a858e125d65ee4d015d699d321f719d,1976-12-06,Savings,7.3271843,8.9266109,First Bank,Permanent,Graduate,301996952,2,2017-07-26 13:11:00,2017-07-26 12:10:52,10000.0,13000.0,30,Good,337,1,0.87,Federal Capital Territory,Nigeria,48,Old-aged Adult
8a858e785a53f8a6015a5acbb0c81532,1992-05-16,Savings,3.3579782,6.5935558,UBA,Permanent,Graduate,301982356,4,2017-07-17 17:15:06,2017-07-17 16:15:00,10000.0,13000.0,30,Bad,741,3,0.77,Lagos,Nigeria,33,Old-aged Adult
8a8589a453bc422d0153c87530bf4e94,1976-04-11,Other,4.5866857,7.5068243,First Bank,Permanent,Graduate,301967836,14,2017-07-07 11:51:16,2017-07-07 10:51:10,40000.0,44000.0,30,Good,788,13,0.84,Osun,Nigeria,49,Old-aged Adult
8a858fa358d4a4d80158ee50ccb46401,1995-07-25,Savings,3.900075,7.401491666666668,EcoBank,Unemployed,Graduate,301977340,8,2017-07-14 10:55:56,2017-07-14 09:55:49,30000.0,34500.0,30,Good,837,7,0.81,Oyo,Nigeria,30,Middle-aged Adult
8a858e1d5cd58f9e015ceda385bb359d,1985-04-30,Savings,4.5220062,7.8296432,GT Bank,Permanent,Graduate,301994206,2,2017-07-24 20:31:24,2017-07-24 19:31:17,10000.0,11500.0,15,Bad,594,1,0.87,Osun,Nigeria,40,Old-aged Adult
8a8589c1545181f301547d2cfb142ff4,1979-02-16,Savings,3.3591107,6.4958469,GT Bank,Self-Employed,Secondary,301961146,4,2017-07-03 14:17:53,2017-07-03 13:17:47,10000.0,13000.0,30,Good,447,3,0.84,Lagos,Nigeria,46,Old-aged Adult
8a858fe957a094e00157adc84aec6ec2,1980-09-29,Other,7.4785401,8.9959832,GT Bank,Permanent,Graduate,301996633,9,2017-07-26 10:28:45,2017-07-26 09:27:35,30000.0,39000.0,60,Bad,745,8,0.82,Federal Capital Territory,Nigeria,44,Old-aged Adult
8a858e395cb1d4d9015cba9fbb6e6e2c,1993-05-09,Savings,3.3880267,6.5244783,GT Bank,Permanent,Graduate,301990182,2,2017-07-21 23:53:58,2017-07-21 22:53:52,10000.0,13000.0,30,Good,740,1,0.77,Lagos,Nigeria,32,Old-aged Adult
8a85881053bc33670153cba1f98e6d19,1985-11-18,Savings,3.3551617,6.6810583,Access Bank,Permanent,Graduate,301962251,7,2017-07-03 22:07:42,2017-07-03 21:06:37,30000.0,39000.0,60,Good,735,6,0.84,Ogun State,Nigeria,39,Old-aged Adult
8a858fb156321969015654c9c420573b,1986-03-15,Other,3.394065,6.6151,GT Bank,Self-Employed,Graduate,301972095,12,2017-07-10 20:13:24,2017-07-10 19:12:13,30000.0,39000.0,60,Bad,712,11,0.8,Lagos,Nigeria,39,Old-aged Adult
8a858fcb5ca240f7015ca5f067555ecb,1987-09-05,Savings,3.2268339,6.7213355,GT Bank,Permanent,Graduate,301979402,2,2017-07-15 16:52:44,2017-07-15 15:52:38,10000.0,11500.0,15,Good,814,1,0.87,Ogun State,Nigeria,37,Old-aged Adult
8a858f8e5c5f46fc015c62dc39102d88,1976-05-05,Savings,3.3322974,6.6421555,GT Bank,Permanent,Graduate,301975656,2,2017-07-13 09:03:32,2017-07-13 08:03:26,10000.0,13000.0,30,Bad,832,1,0.77,Lagos,Nigeria,49,Old-aged Adult
8a858fe8555f401f01556e0a6ac317b7,1978-04-19,Other,7.0088917,4.898885,Diamond Bank,Retired,Graduate,301962448,8,2017-07-04 04:42:06,2017-07-04 03:41:59,30000.0,34500.0,30,Good,780,7,0.87,Rivers,Nigeria,47,Old-aged Adult
8a858eba5b681df4015b6e0c99d3697f,1985-11-18,Savings,4.5646288,8.4680385,GT Bank,Permanent,Graduate,302001094,5,2017-07-28 18:06:17,2017-07-28 17:05:06,20000.0,23000.0,30,Good,768,4,0.8,Kwara,Nigeria,39,Old-aged Adult
